300 5796.41 0 55 5 50.8584 10 1.34
250 4761.94 0 55 5 57.8154 10 1.16
300 4199.44 0 55 5 57.1943 10 1.34
250 4214.57 0 55 5 52.359 10 1.16
300 5597.78 0 55 5 51.155 10 1.34
200 2040.55 0 55 5 52.3815 10 0.98
350 6901.19 1 55 5 56.0773 10 1.52
200 3431.02 0 55 5 53.9711 10 0.98
300 4584.32 0 55 5 52.0864 10 1.34
250 3934.78 0 55 5 53.0121 10 1.16
300 5525.08 0 55 5 58.4637 10 1.34
250 2674.28 0 55 5 50.149 10 1.16
250 2536.91 0 55 5 58.0396 10 1.16
250 2974.63 0 55 5 54.2538 10 1.16
350 5969.6 0 55 5 58.0296 10 1.52
250 4446.37 0 55 5 52.9597 10 1.16
250 3227.21 0 55 5 53.2272 10 1.16
350 5120.82 0 55 5 53.7076 10 1.52
300 4500.14 0 55 5 55.8856 10 1.34
200 2872.48 0 55 5 53.1664 10 0.98
300 4943.71 0 55 5 51.7295 10 1.34
350 5178.31 0 55 5 50.383 10 1.52
250 3119.45 0 55 5 59.9172 10 1.16
300 5841.06 0 55 5 52.7502 10 1.34
300 4696.41 0 55 5 58.2419 10 1.34
250 4903.51 0 55 5 51.2195 10 1.16
300 3635.49 0 55 5 55.7097 10 1.34
250 3757.17 0 55 5 56.5531 10 1.16
300 5852.49 0 55 5 56.4205 10 1.34
300 4581.16 1 55 5 56.9249 10 1.34
250 3586.38 0 55 5 59.294 10 1.16
250 3600.47 0 55 5 50.6517 10 1.16
300 3573.12 0 55 5 58.3384 10 1.34
250 4646.48 1 55 5 59.193 10 1.16
250 2690.83 0 55 5 52.0202 10 1.16
300 4499.02 0 55 5 54.8562 10 1.34
300 5824.09 1 55 5 53.6086 10 1.34
