0,1
1,0
0,2
2,0
0,3
3,0
0,4
4,0
1,5
5,1
1,6
6,1
1,7
7,1
1,8
8,1
2,9
9,2
3,10
10,3
4,11
11,4
4,12
12,4
4,13
13,4
5,14
14,5
5,15
15,5
5,16
16,5
7,17
17,7
7,18
18,7
7,19
19,7
7,20
20,7
8,21
21,8
8,22
22,8
8,23
23,8
9,24
24,9
9,25
25,9
9,26
26,9
10,27
27,10
10,28
28,10
10,29
29,10
10,30
30,10
11,31
31,11
11,32
32,11
12,33
33,12
12,34
34,12
12,35
35,12
13,36
36,13
13,37
37,13
13,38
38,13
13,39
39,13
14,40
40,14
14,41
41,14
14,42
42,14
15,43
43,15
15,44
44,15
15,45
45,15
17,46
46,17
18,47
47,18
18,48
48,18
19,49
49,19
19,50
50,19
19,51
51,19
19,52
52,19
20,53
53,20
20,54
54,20
20,55
55,20
21,56
56,21
21,57
57,21
21,58
58,21
22,59
59,22
22,60
60,22
22,61
61,22
22,62
62,22
24,63
63,24
24,64
64,24
24,65
65,24
25,66
66,25
25,67
67,25
25,68
68,25
26,69
69,26
26,70
70,26
27,71
71,27
29,72
72,29
29,73
73,29
29,74
74,29
29,75
75,29
30,76
76,30
30,77
77,30
30,78
78,30
31,79
79,31
31,80
80,31
31,81
81,31
31,82
82,31
32,83
83,32
32,84
84,32
32,85
85,32
33,86
86,33
33,87
87,33
33,88
88,33
34,89
89,34
35,90
90,35
35,91
91,35
35,92
92,35
36,93
93,36
37,94
94,37
37,95
95,37
37,96
96,37
38,97
97,38
41,98
98,41
41,99
99,41
43,100
100,43
43,101
101,43
44,102
102,44
44,103
103,44
44,104
104,44
44,105
105,44
45,106
106,45
45,107
107,45
45,108
108,45
45,109
109,45
46,110
110,46
46,111
111,46
47,112
112,47
47,113
113,47
49,114
114,49
50,115
115,50
50,116
116,50
50,117
117,50
50,118
118,50
51,119
119,51
51,120
120,51
52,121
121,52
52,122
122,52
52,123
123,52
54,124
124,54
54,125
125,54
54,126
126,54
55,127
127,55
56,128
128,56
56,129
129,56
56,130
130,56
57,131
131,57
57,132
132,57
57,133
133,57
57,134
134,57
58,135
135,58
58,136
136,58
58,137
137,58
58,138
138,58
60,139
139,60
60,140
140,60
60,141
141,60
62,142
142,62
62,143
143,62
62,144
144,62
62,145
145,62
63,146
146,63
63,147
147,63
63,148
148,63
63,149
149,63
64,150
150,64
64,151
151,64
65,152
152,65
65,153
153,65
65,154
154,65
65,155
155,65
66,156
156,66
66,157
157,66
66,158
158,66
66,159
159,66
67,160
160,67
67,161
161,67
67,162
162,67
67,163
163,67
68,164
164,68
68,165
165,68
68,166
166,68
69,167
167,69
69,168
168,69
69,169
169,69
69,170
170,69
70,171
171,70
71,172
172,71
72,173
173,72
72,174
174,72
72,175
175,72
72,176
176,72
73,177
177,73
73,178
178,73
74,179
179,74
76,180
180,76
76,181
181,76
77,182
182,77
77,183
183,77
77,184
184,77
77,185
185,77
78,186
186,78
79,187
187,79
80,188
188,80
80,189
189,80
80,190
190,80
81,191
191,81
81,192
192,81
82,193
193,82
84,194
194,84
84,195
195,84
85,196
196,85
86,197
197,86
86,198
198,86
87,199
199,87
87,200
200,87
89,201
201,89
89,202
202,89
89,203
203,89
90,204
204,90
91,205
205,91
91,206
206,91
91,207
207,91
91,208
208,91
92,209
209,92
92,210
210,92
92,211
211,92
92,212
212,92
94,213
213,94
94,214
214,94
94,215
215,94
95,216
216,95
95,217
217,95
96,218
218,96
96,219
219,96
96,220
220,96
96,221
221,96
97,222
222,97
98,223
223,98
98,224
224,98
98,225
225,98
98,226
226,98
99,227
227,99
99,228
228,99
99,229
229,99
99,230
230,99
101,231
231,101
101,232
232,101
102,233
233,102
102,234
234,102
102,235
235,102
102,236
236,102
103,237
237,103
103,238
238,103
103,239
239,103
105,240
240,105
106,241
241,106
106,242
242,106
107,243
243,107
107,244
244,107
108,245
245,108
108,246
246,108
109,247
247,109
109,248
248,109
109,249
249,109
109,250
250,109
110,251
251,110
112,252
252,112
112,253
253,112
112,254
254,112
113,255
255,113
113,256
256,113
113,257
257,113
114,258
258,114
116,259
259,116
116,260
260,116
119,261
261,119
120,262
262,120
120,263
263,120
121,264
264,121
121,265
265,121
122,266
266,122
122,267
267,122
122,268
268,122
122,269
269,122
123,270
270,123
123,271
271,123
123,272
272,123
123,273
273,123
124,274
274,124
124,275
275,124
125,276
276,125
125,277
277,125
126,278
278,126
126,279
279,126
126,280
280,126
127,281
281,127
127,282
282,127
128,283
283,128
129,284
284,129
129,285
285,129
129,286
286,129
130,287
287,130
130,288
288,130
131,289
289,131
132,290
290,132
132,291
291,132
132,292
292,132
134,293
293,134
134,294
294,134
134,295
295,134
134,296
296,134
136,297
297,136
136,298
298,136
136,299
299,136
136,300
300,136
137,301
301,137
138,302
302,138
138,303
303,138
138,304
304,138
138,305
305,138
140,306
306,140
140,307
307,140
145,308
308,145
145,309
309,145
146,310
310,146
147,311
311,147
147,312
312,147
147,313
313,147
147,314
314,147
148,315
315,148
148,316
316,148
148,317
317,148
148,318
318,148
149,319
319,149
149,320
320,149
149,321
321,149
149,322
322,149
150,323
323,150
150,324
324,150
151,325
325,151
151,326
326,151
153,327
327,153
153,328
328,153
153,329
329,153
153,330
330,153
156,331
331,156
156,332
332,156
157,333
333,157
157,334
334,157
157,335
335,157
158,336
336,158
158,337
337,158
158,338
338,158
159,339
339,159
159,340
340,159
159,341
341,159
160,342
342,160
160,343
343,160
160,344
344,160
161,345
345,161
161,346
346,161
161,347
347,161
161,348
348,161
163,349
349,163
163,350
350,163
165,351
351,165
165,352
352,165
165,353
353,165
165,354
354,165
166,355
355,166
166,356
356,166
166,357
357,166
167,358
358,167
168,359
359,168
168,360
360,168
168,361
361,168
169,362
362,169
169,363
363,169
170,364
364,170
171,365
365,171
171,366
366,171
173,367
367,173
174,368
368,174
175,369
369,175
175,370
370,175
176,371
371,176
176,372
372,176
177,373
373,177
177,374
374,177
177,375
375,177
177,376
376,177
178,377
377,178
179,378
378,179
179,379
379,179
180,380
380,180
180,381
381,180
180,382
382,180
180,383
383,180
182,384
384,182
182,385
385,182
182,386
386,182
183,387
387,183
183,388
388,183
185,389
389,185
185,390
390,185
185,391
391,185
185,392
392,185
186,393
393,186
186,394
394,186
186,395
395,186
187,396
396,187
187,397
397,187
187,398
398,187
188,399
399,188
188,400
400,188
190,401
401,190
190,402
402,190
192,403
403,192
193,404
404,193
193,405
405,193
193,406
406,193
193,407
407,193
194,408
408,194
194,409
409,194
195,410
410,195
196,411
411,196
196,412
412,196
196,413
413,196
196,414
414,196
197,415
415,197
198,416
416,198
198,417
417,198
198,418
418,198
198,419
419,198
200,420
420,200
200,421
421,200
200,422
422,200
201,423
423,201
201,424
424,201
201,425
425,201
201,426
426,201
202,427
427,202
202,428
428,202
202,429
429,202
202,430
430,202
203,431
431,203
203,432
432,203
203,433
433,203
203,434
434,203
204,435
435,204
204,436
436,204
204,437
437,204
204,438
438,204
205,439
439,205
205,440
440,205
205,441
441,205
206,442
442,206
206,443
443,206
207,444
444,207
207,445
445,207
207,446
446,207
207,447
447,207
208,448
448,208
208,449
449,208
208,450
450,208
208,451
451,208
210,452
452,210
210,453
453,210
210,454
454,210
211,455
455,211
211,456
456,211
212,457
457,212
212,458
458,212
212,459
459,212
212,460
460,212
213,461
461,213
215,462
462,215
215,463
463,215
215,464
464,215
216,465
465,216
216,466
466,216
217,467
467,217
217,468
468,217
217,469
469,217
217,470
470,217
218,471
471,218
218,472
472,218
218,473
473,218
219,474
474,219
219,475
475,219
219,476
476,219
220,477
477,220
221,478
478,221
221,479
479,221
221,480
480,221
222,481
481,222
222,482
482,222
222,483
483,222
222,484
484,222
223,485
485,223
224,486
486,224
226,487
487,226
226,488
488,226
226,489
489,226
228,490
490,228
230,491
491,230
230,492
492,230
232,493
493,232
232,494
494,232
233,495
495,233
233,496
496,233
233,497
497,233
233,498
498,233
234,499
499,234
234,500
500,234
234,501
501,234
234,502
502,234
235,503
503,235
237,504
504,237
237,505
505,237
237,506
506,237
237,507
507,237
238,508
508,238
238,509
509,238
238,510
510,238
238,511
511,238
239,512
512,239
241,513
513,241
241,514
514,241
241,515
515,241
241,516
516,241
242,517
517,242
243,518
518,243
243,519
519,243
244,520
520,244
244,521
521,244
244,522
522,244
245,523
523,245
245,524
524,245
245,525
525,245
245,526
526,245
246,527
527,246
246,528
528,246
246,529
529,246
246,530
530,246
247,531
531,247
247,532
532,247
247,533
533,247
247,534
534,247
248,535
535,248
248,536
536,248
248,537
537,248
250,538
538,250
250,539
539,250
250,540
540,250
252,541
541,252
253,542
542,253
253,543
543,253
254,544
544,254
254,545
545,254
254,546
546,254
255,547
547,255
256,548
548,256
256,549
549,256
256,550
550,256
256,551
551,256
257,552
552,257
257,553
553,257
258,554
554,258
259,555
555,259
259,556
556,259
259,557
557,259
259,558
558,259
260,559
559,260
260,560
560,260
260,561
561,260
262,562
562,262
262,563
563,262
262,564
564,262
262,565
565,262
263,566
566,263
263,567
567,263
263,568
568,263
264,569
569,264
265,570
570,265
265,571
571,265
265,572
572,265
266,573
573,266
267,574
574,267
267,575
575,267
267,576
576,267
267,577
577,267
268,578
578,268
268,579
579,268
268,580
580,268
268,581
581,268
271,582
582,271
271,583
583,271
271,584
584,271
272,585
585,272
272,586
586,272
272,587
587,272
272,588
588,272
273,589
589,273
273,590
590,273
273,591
591,273
273,592
592,273
274,593
593,274
274,594
594,274
274,595
595,274
275,596
596,275
275,597
597,275
275,598
598,275
276,599
599,276
276,600
600,276
277,601
601,277
278,602
602,278
278,603
603,278
278,604
604,278
279,605
605,279
279,606
606,279
280,607
607,280
281,608
608,281
281,609
609,281
281,610
610,281
282,611
611,282
282,612
612,282
282,613
613,282
282,614
614,282
283,615
615,283
283,616
616,283
283,617
617,283
283,618
618,283
284,619
619,284
284,620
620,284
284,621
621,284
285,622
622,285
285,623
623,285
285,624
624,285
285,625
625,285
286,626
626,286
286,627
627,286
286,628
628,286
287,629
629,287
288,630
630,288
288,631
631,288
288,632
632,288
288,633
633,288
289,634
634,289
290,635
635,290
290,636
636,290
290,637
637,290
292,638
638,292
292,639
639,292
293,640
640,293
293,641
641,293
293,642
642,293
294,643
643,294
294,644
644,294
295,645
645,295
