250 2555.03 0 55 5 52.1697 10 1.16
300 3805 0 55 5 51.6411 10 1.34
250 2974.46 1 55 5 57.4232 10 1.16
250 2787.4 1 55 5 56.7285 10 1.16
350 5882.96 0 55 5 55.7718 10 1.52
250 3297.37 0 55 5 59.2145 10 1.16
300 3920.71 0 55 5 52.3882 10 1.34
300 5353.69 0 55 5 57.6029 10 1.34
250 4429.75 0 55 5 56.2386 10 1.16
250 4232.39 0 55 5 58.1622 10 1.16
200 3096.49 0 55 5 54.3054 10 0.98
350 3995.93 0 55 5 54.7862 10 1.52
200 3811.53 0 55 5 50.9877 10 0.98
250 4201.08 0 55 5 56.1131 10 1.16
300 3796.82 1 55 5 55.4769 10 1.34
300 3790.5 0 55 5 50.9375 10 1.34
300 3303.07 0 55 5 50.0247 10 1.34
300 3786.37 1 55 5 54.2523 10 1.34
250 3460.47 0 55 5 56.2784 10 1.16
250 3453.65 0 55 5 53.2871 10 1.16
200 3568.82 0 55 5 59.1769 10 0.98
250 3317.88 0 55 5 59.5199 10 1.16
250 4812.14 0 55 5 52.0643 10 1.16
250 2961.94 0 55 5 58.8335 10 1.16
250 2601.31 0 55 5 57.5651 10 1.16
250 2510.36 0 55 5 52.8147 10 1.16
250 3841.33 0 55 5 58.9617 10 1.16
300 3886.53 1 55 5 58.3925 10 1.34
300 5482.59 0 55 5 51.2378 10 1.34
300 5965.24 0 55 5 54.4511 10 1.34
300 5197.04 0 55 5 58.6329 10 1.34
300 4792.39 0 55 5 58.0669 10 1.34
300 4336.21 0 55 5 55.3901 10 1.34
200 3954.97 0 55 5 55.5412 10 0.98
250 2997.57 0 55 5 54.9116 10 1.16
250 3059.72 0 55 5 51.8863 10 1.16
350 3863.7 0 55 5 55.794 10 1.52
200 2800.13 0 55 5 56.7047 10 0.98
300 4643.75 0 55 5 59.4036 10 1.34
350 5039.19 1 55 5 56.3871 10 1.52
200 2996.51 1 55 5 56.3681 10 0.98
300 3226.07 1 55 5 50.1964 10 1.34
350 6305.18 0 55 5 57.177 10 1.52
300 3698.26 1 55 5 56.0228 10 1.34
250 3337.71 1 55 5 56.1087 10 1.16
350 6648.71 0 55 5 57.559 10 1.52
350 3758.13 1 55 5 52.7816 10 1.52
250 3273.31 1 55 5 54.6778 10 1.16
200 3478.09 0 55 5 58.6529 10 0.98
350 4956.94 0 55 5 56.4111 10 1.52
300 3546.81 1 55 5 53.2393 10 1.34
200 3940.48 0 55 5 52.9991 10 0.98
200 3328.1 0 55 5 55.9649 10 0.98
250 4217.46 0 55 5 53.8372 10 1.16
250 4572.32 0 55 5 51.5881 10 1.16
200 3168.47 0 55 5 59.2027 10 0.98
300 4087.53 0 55 5 53.944 10 1.34
250 3364.42 0 55 5 59.2996 10 1.16
250 3455.7 0 55 5 54.2328 10 1.16
350 4997.73 0 55 5 51.918 10 1.52
250 4244.91 0 55 5 51.0991 10 1.16
200 3750.39 0 55 5 59.7048 10 0.98
300 4841.08 1 55 5 55.6847 10 1.34
350 6520.8 1 55 5 50.7527 10 1.52
200 3981.2 0 55 5 55.5759 10 0.98
200 3007.32 0 55 5 54.0355 10 0.98
300 5763.11 1 55 5 52.5496 10 1.34
350 4464.48 0 55 5 57.7753 10 1.52
250 3167.56 1 55 5 55.1691 10 1.16
200 2801.14 0 55 5 50.4077 10 0.98
200 3269.55 1 55 5 58.8632 10 0.98
200 2762.56 0 55 5 50.492 10 0.98
300 3274.87 1 55 5 57.4209 10 1.34
300 3510.26 0 55 5 50.6559 10 1.34
300 4804.21 0 55 5 51.3225 10 1.34
250 3582.25 1 55 5 53.1848 10 1.16
300 5643.61 0 55 5 58.9643 10 1.34
300 3941.38 0 55 5 59.4539 10 1.34
350 6163.44 0 55 5 53.3166 10 1.52
250 4501.39 0 55 5 54.3989 10 1.16
300 4963.51 1 55 5 57.1877 10 1.34
200 3100.24 0 55 5 55.6322 10 0.98
200 2172.35 0 55 5 59.9466 10 0.98
350 6694.19 1 55 5 58.8595 10 1.52
350 6810.62 1 55 5 55.9272 10 1.52
350 4544.41 0 55 5 55.0261 10 1.52
200 2141.75 1 55 5 55.5282 10 0.98
200 2317.94 0 55 5 59.8641 10 0.98
200 3095.71 0 55 5 54.4296 10 0.98
200 2962.68 0 55 5 56.6811 10 0.98
350 5491.31 0 55 5 53.3681 10 1.52
250 3541.39 0 55 5 51.852 10 1.16
250 4207.29 1 55 5 57.8273 10 1.16
250 2617.03 0 55 5 53.5377 10 1.16
300 3524.34 0 55 5 56.9214 10 1.34
250 2640.69 1 55 5 53.8953 10 1.16
250 4726.12 0 55 5 58.0253 10 1.16
250 3928.01 0 55 5 53.5281 10 1.16
250 3283.54 0 55 5 54.3076 10 1.16
