21.6717 1.5 249.597 15661 21.8553 0 10.2162
21.3377 1.5 208.399 20634.8 21.1588 0 14.3405
22.6494 1.5 288.225 18579.7 23.9994 0 9.14472
21.8235 1.5 152.035 19169 20.3279 0 10.9458
22.641 1.5 171.69 15224.6 23.9288 0 6.70694
22.4622 1.5 269.019 20216.2 22.1936 0 5.11402
22.7037 1.5 223.55 19074.3 22.808 0 5.59985
21.0566 1.5 211.869 25371.5 20.6957 1 5.9014
21.9953 1.5 155.377 26033.5 22.004 0 12.4195
22.1159 1.5 191.175 19072.7 23.5258 0 8.5704
21.1679 1.5 281.317 15070.2 21.8595 0 11.5724
22.491 1.5 283.077 18570.1 22.7783 1 14.9839
21.8144 1.5 164.511 21329.6 20.693 0 12.53
22.8831 1.5 221.27 14350.4 23.124 0 8.79532
21.0999 1.5 150.047 14088.1 21.0724 0 9.45426
22.3251 1.5 211.406 24854.9 23.5022 0 6.01936
21.0607 1.5 293.601 17522.2 22.4744 0 14.4778
22.0766 1.5 160.25 24471.7 22.2066 1 9.60526
22.3035 1.5 259.992 20787.7 22.2268 0 6.03952
22.5152 1.5 229.394 17096.3 21.7379 0 7.03431
21.9758 1.5 188.963 20525.4 22.7488 0 5.34012
21.6596 1.5 180.151 25470.8 20.2883 0 5.04733
21.2628 1.5 267.197 25076.5 21.7346 1 9.74462
22.9022 1.5 271.204 15899.9 23.5088 0 5.75077
22.4503 1.5 226.473 19437.3 22.3455 0 12.6967
21.0874 1.5 234.157 25963.2 21.8013 0 5.25845
21.7827 1.5 155.485 20886.7 22.4439 0 7.17609
22.4989 1.5 283.402 13062.5 22.7934 1 14.7118
21.1139 1.5 162.096 19113.6 20.0792 0 10.8502
22.8314 1.5 161.793 24440.2 21.4519 0 7.24804
21.4899 1.5 255.594 17645 21.3197 0 11.5374
21.0817 1.5 166.754 21800.8 19.621 0 9.97527
22.2832 1.5 266.363 22554.7 21.9305 0 10.2897
22.6525 1.5 224.027 17981.9 21.9022 0 6.00611
21.5225 1.5 215.426 21164 20.3661 0 12.68
21.2854 1.5 224.592 19670.3 20.1074 0 8.97622
22.5256 1.5 285.654 25441.9 23.9431 0 7.63609
21.1545 1.5 279.112 19912.9 21.1182 1 5.75095
22.6221 1.5 220.351 24407.7 22.3458 0 10.9686
21.8599 1.5 150.79 17774 20.9448 1 13.8405
22.6548 1.5 257.627 23479.5 23.4608 0 13.3101
21.1654 1.5 285.997 21938.5 21.6192 1 12.2782
21.2825 1.5 204.39 13242.8 21.6099 1 10.1987
22.7305 1.5 251.551 26426.4 23.1148 0 8.57809
22.185 1.5 292.882 24907.6 23.0782 0 5.23314
22.0721 1.5 226.006 18227.9 20.9892 0 10.0893
21.3572 1.5 262.66 24251.2 22.786 0 6.76116
21.2316 1.5 264.498 20741.9 22.2401 0 7.80034
21.2873 1.5 280.708 15074.1 20.6749 1 7.69651
22.428 1.5 163.057 17485.4 23.7869 0 12.7866
21.8066 1.5 290.918 21192.4 22.0967 0 12.8329
21.5952 1.5 273.953 25554.6 20.559 0 8.75534
21.0354 1.5 161.343 22247 21.33 0 14.8816
22.9451 1.5 277.076 20214 23.2301 1 13.9783
21.9532 1.5 278.326 18397.9 22.7942 0 5.63021
21.1747 1.5 295.502 20131.8 22.2423 1 6.06438
22.7424 1.5 189.33 26777.6 21.5281 0 10.6306
21.1558 1.5 289.21 25301.5 22.5778 1 12.6527
21.8486 1.5 299.857 15403 21.7673 0 11.1874
22.4895 1.5 166.576 23384.1 22.3961 0 6.41626
22.9632 1.5 299.063 17037.9 22.9631 0 11.7674
22.8967 1.5 289.144 20941.3 23.4399 0 10.8971
22.228 1.5 196.743 16524.8 23.1123 1 10.6908
21.5617 1.5 216.828 18854.4 22.1167 1 13.7012
21.4903 1.5 202.083 20097.9 20.2027 0 8.25492
22.8808 1.5 243.068 13989.9 21.4912 0 9.48422
21.4693 1.5 203.647 20375 20.7463 0 11.3954
21.9823 1.5 293.284 13189.9 20.9582 0 7.05142
22.5473 1.5 188.054 26153.7 22.6236 0 13.3472
21.6594 1.5 164.617 14678.7 22.0316 1 11.2217
21.5072 1.5 184.55 16630.1 21.5849 1 10.5658
22.7485 1.5 271.837 20017.6 21.9303 0 13.8421
22.1514 1.5 189.501 26026.4 22.2155 0 5.90081
22.3575 1.5 292.795 14588.9 21.9317 0 6.87335
21.2109 1.5 214.77 20001 20.641 0 6.60923
22.3403 1.5 169.044 14723.9 22.3868 0 9.12267
22.7351 1.5 267.648 22513.6 21.5628 1 7.70966
21.5908 1.5 298.866 15271.8 20.3094 0 6.44072
22.3241 1.5 203.905 16635.2 22.943 1 10.1639
21.6647 1.5 189.51 21908.6 20.5791 0 12.0677
21.3938 1.5 248.41 25404.7 22.4379 0 10.9922
22.0855 1.5 238.177 21805.9 22.8875 0 14.9566
22.0831 1.5 154.214 21433.6 22.4977 0 9.06052
21.7133 1.5 235.75 24204 23.033 0 8.62736
22.5724 1.5 268.631 24411 21.6927 0 8.3378
22.8165 1.5 196.768 18161.7 24.0968 1 10.9765
22.8214 1.5 272.725 19985.2 23.3779 0 7.01442
22.5305 1.5 233.524 18561.9 23.6255 1 13.7994
22.214 1.5 223.777 18093.9 22.1582 1 13.1847
22.4093 1.5 162.311 14678.5 23.9087 0 6.76766
21.2202 1.5 257.928 20384.6 20.9353 1 5.26786
22.2062 1.5 202.049 24569.4 20.83 0 7.9467
21.391 1.5 185.567 22938.7 21.982 0 10.7422
22.2951 1.5 194.899 18833.3 23.6216 1 12.4192
22.5606 1.5 241.64 26781.7 21.2926 1 13.8562
21.1158 1.5 171.382 19757 22.5083 0 7.94808
21.1401 1.5 155.46 24478.1 20.7237 1 7.5217
22.8981 1.5 258.338 13550.5 22.6315 1 13.9487
21.4475 1.5 299.278 15783.3 22.7052 0 11.2931
