0,1
1,0
0,2
2,0
0,3
3,0
0,4
4,0
1,5
5,1
1,6
6,1
1,7
7,1
2,8
8,2
3,9
9,3
4,10
10,4
4,11
11,4
4,12
12,4
5,13
13,5
5,14
14,5
5,15
15,5
6,16
16,6
6,17
17,6
6,18
18,6
6,19
19,6
7,20
20,7
7,21
21,7
7,22
22,7
7,23
23,7
8,24
24,8
8,25
25,8
8,26
26,8
9,27
27,9
9,28
28,9
9,29
29,9
10,30
30,10
11,31
31,11
11,32
32,11
12,33
33,12
12,34
34,12
12,35
35,12
13,36
36,13
13,37
37,13
14,38
38,14
14,39
39,14
14,40
40,14
15,41
41,15
15,42
42,15
15,43
43,15
16,44
44,16
16,45
45,16
16,46
46,16
17,47
47,17
18,48
48,18
18,49
49,18
19,50
50,19
19,51
51,19
20,52
52,20
21,53
53,21
21,54
54,21
21,55
55,21
22,56
56,22
22,57
57,22
23,58
58,23
25,59
59,25
25,60
60,25
25,61
61,25
26,62
62,26
26,63
63,26
26,64
64,26
26,65
65,26
27,66
66,27
27,67
67,27
27,68
68,27
27,69
69,27
29,70
70,29
29,71
71,29
29,72
72,29
30,73
73,30
30,74
74,30
31,75
75,31
31,76
76,31
33,77
77,33
33,78
78,33
33,79
79,33
34,80
80,34
34,81
81,34
35,82
82,35
35,83
83,35
35,84
84,35
36,85
85,36
36,86
86,36
36,87
87,36
37,88
88,37
37,89
89,37
38,90
90,38
39,91
91,39
40,92
92,40
40,93
93,40
40,94
94,40
41,95
95,41
41,96
96,41
42,97
97,42
42,98
98,42
43,99
99,43
44,100
100,44
45,101
101,45
46,102
102,46
48,103
103,48
48,104
104,48
48,105
105,48
48,106
106,48
49,107
107,49
49,108
108,49
49,109
109,49
49,110
110,49
51,111
111,51
52,112
112,52
52,113
113,52
52,114
114,52
52,115
115,52
53,116
116,53
53,117
117,53
54,118
118,54
54,119
119,54
54,120
120,54
56,121
121,56
56,122
122,56
56,123
123,56
57,124
124,57
58,125
125,58
58,126
126,58
59,127
127,59
60,128
128,60
62,129
129,62
62,130
130,62
63,131
131,63
63,132
132,63
63,133
133,63
64,134
134,64
64,135
135,64
65,136
136,65
65,137
137,65
65,138
138,65
65,139
139,65
66,140
140,66
67,141
141,67
67,142
142,67
67,143
143,67
70,144
144,70
70,145
145,70
71,146
146,71
71,147
147,71
72,148
148,72
72,149
149,72
72,150
150,72
75,151
151,75
75,152
152,75
75,153
153,75
76,154
154,76
77,155
155,77
77,156
156,77
78,157
157,78
78,158
158,78
78,159
159,78
78,160
160,78
79,161
161,79
79,162
162,79
82,163
163,82
82,164
164,82
84,165
165,84
84,166
166,84
86,167
167,86
86,168
168,86
86,169
169,86
87,170
170,87
87,171
171,87
87,172
172,87
89,173
173,89
89,174
174,89
89,175
175,89
90,176
176,90
91,177
177,91
91,178
178,91
91,179
179,91
93,180
180,93
93,181
181,93
97,182
182,97
97,183
183,97
99,184
184,99
99,185
185,99
100,186
186,100
100,187
187,100
100,188
188,100
100,189
189,100
103,190
190,103
104,191
191,104
104,192
192,104
104,193
193,104
104,194
194,104
106,195
195,106
106,196
196,106
106,197
197,106
106,198
198,106
107,199
199,107
107,200
200,107
108,201
201,108
108,202
202,108
108,203
203,108
109,204
204,109
109,205
205,109
109,206
206,109
109,207
207,109
110,208
208,110
110,209
209,110
111,210
210,111
112,211
211,112
113,212
212,113
114,213
213,114
114,214
214,114
114,215
215,114
114,216
216,114
115,217
217,115
115,218
218,115
115,219
219,115
116,220
220,116
116,221
221,116
116,222
222,116
117,223
223,117
117,224
224,117
117,225
225,117
118,226
226,118
118,227
227,118
118,228
228,118
120,229
229,120
120,230
230,120
120,231
231,120
121,232
232,121
121,233
233,121
121,234
234,121
121,235
235,121
122,236
236,122
123,237
237,123
123,238
238,123
125,239
239,125
125,240
240,125
126,241
241,126
126,242
242,126
127,243
243,127
127,244
244,127
127,245
245,127
127,246
246,127
128,247
247,128
128,248
248,128
128,249
249,128
129,250
250,129
129,251
251,129
129,252
252,129
130,253
253,130
130,254
254,130
131,255
255,131
131,256
256,131
131,257
257,131
131,258
258,131
133,259
259,133
133,260
260,133
133,261
261,133
133,262
262,133
134,263
263,134
134,264
264,134
135,265
265,135
135,266
266,135
135,267
267,135
135,268
268,135
137,269
269,137
137,270
270,137
139,271
271,139
139,272
272,139
139,273
273,139
139,274
274,139
140,275
275,140
140,276
276,140
141,277
277,141
141,278
278,141
142,279
279,142
142,280
280,142
144,281
281,144
145,282
282,145
145,283
283,145
146,284
284,146
148,285
285,148
149,286
286,149
149,287
287,149
149,288
288,149
149,289
289,149
153,290
290,153
153,291
291,153
154,292
292,154
155,293
293,155
157,294
294,157
158,295
295,158
158,296
296,158
160,297
297,160
160,298
298,160
160,299
299,160
