200 3921.54 1 55 5 53.6077 10 0.98
300 4956.63 0 55 5 58.9877 10 1.34
300 3280.93 0 55 5 56.4198 10 1.34
200 2623.1 1 55 5 52.1827 10 0.98
300 4359.2 0 55 5 51.6233 10 1.34
250 3220.41 0 55 5 59.9068 10 1.16
350 5664.98 0 55 5 54.8749 10 1.52
300 3673.63 1 55 5 50.108 10 1.34
200 3619.26 1 55 5 57.5976 10 0.98
300 4003.87 0 55 5 55.6603 10 1.34
250 3727.65 0 55 5 58.6766 10 1.16
250 4739.97 0 55 5 55.5996 10 1.16
300 4219.57 0 55 5 57.3637 10 1.34
300 3304.75 1 55 5 52.9645 10 1.34
300 3701.31 0 55 5 58.0119 10 1.34
200 3651.07 0 55 5 53.4113 10 0.98
250 3214.55 1 55 5 55.4931 10 1.16
250 4275.7 0 55 5 56.0404 10 1.16
250 2670.01 1 55 5 58.9324 10 1.16
250 4301.67 0 55 5 54.8718 10 1.16
300 5524 0 55 5 55.3571 10 1.34
250 4973.83 0 55 5 56.2241 10 1.16
200 2241.3 0 55 5 52.3023 10 0.98
350 4518.15 1 55 5 50.3569 10 1.52
300 4252.97 1 55 5 51.0956 10 1.34
250 3038.57 0 55 5 57.4763 10 1.16
250 2755.63 0 55 5 52.878 10 1.16
300 3881.4 0 55 5 51.662 10 1.34
350 5339.16 0 55 5 59.2187 10 1.52
300 3437.53 0 55 5 54.0296 10 1.34
250 4072.21 0 55 5 56.239 10 1.16
300 5484.59 1 55 5 58.8034 10 1.34
300 3099.03 0 55 5 53.6137 10 1.34
300 3402.65 0 55 5 51.0859 10 1.34
250 3642.29 0 55 5 54.9995 10 1.16
250 3736.96 0 55 5 53.6923 10 1.16
350 6208.94 0 55 5 52.7878 10 1.52
200 3580.23 0 55 5 55.5601 10 0.98
300 5542.37 0 55 5 51.7552 10 1.34
300 5453.78 0 55 5 51.2766 10 1.34
300 4502.44 1 55 5 59.3276 10 1.34
250 4522.96 0 55 5 53.4727 10 1.16
250 4967.98 0 55 5 57.1128 10 1.16
300 3768.23 0 55 5 58.5397 10 1.34
200 3519.13 0 55 5 53.8729 10 0.98
300 5152.76 0 55 5 55.9963 10 1.34
250 2961.3 1 55 5 53.789 10 1.16
200 2641.34 0 55 5 51.5734 10 0.98
200 2638.2 0 55 5 55.3852 10 0.98
300 5204.71 0 55 5 57.5621 10 1.34
300 4832.9 0 55 5 53.3286 10 1.34
200 2534.37 0 55 5 58.78 10 0.98
300 5427.85 0 55 5 59.5862 10 1.34
200 3253.53 1 55 5 50.5593 10 0.98
300 4169.24 0 55 5 52.4785 10 1.34
300 4046.51 1 55 5 51.4563 10 1.34
250 3340.74 1 55 5 51.2651 10 1.16
300 3716.26 0 55 5 57.1071 10 1.34
250 2725.29 1 55 5 56.8576 10 1.16
250 3255.12 0 55 5 50.7156 10 1.16
300 5563.7 0 55 5 56.6958 10 1.34
250 4623.55 0 55 5 59.5098 10 1.16
250 4334.91 0 55 5 57.6488 10 1.16
250 4477.8 1 55 5 56.077 10 1.16
300 3423.87 0 55 5 58.4789 10 1.34
250 4549.33 0 55 5 55.6936 10 1.16
250 4827.87 0 55 5 56.6451 10 1.16
200 2994.04 0 55 5 52.8984 10 0.98
300 4841.13 1 55 5 55.0226 10 1.34
200 3660.45 0 55 5 59.9146 10 0.98
350 5302.52 0 55 5 54.7307 10 1.52
350 5240.8 0 55 5 54.2146 10 1.52
250 3652.43 0 55 5 50.8534 10 1.16
300 5445 0 55 5 56.819 10 1.34
300 4509.11 1 55 5 51.9838 10 1.34
250 4500.51 1 55 5 50.9634 10 1.16
250 4769.41 1 55 5 59.5636 10 1.16
300 5829.25 0 55 5 53.5813 10 1.34
350 5798.99 0 55 5 59.9894 10 1.52
300 4493.49 0 55 5 56.7332 10 1.34
250 4958 1 55 5 55.8894 10 1.16
250 3419.12 0 55 5 58.2739 10 1.16
250 3977.98 1 55 5 57.4099 10 1.16
250 2762.91 0 55 5 52.1106 10 1.16
300 3908.68 0 55 5 54.245 10 1.34
250 4480.5 1 55 5 57.1449 10 1.16
200 2274.43 0 55 5 53.2084 10 0.98
300 4316.96 0 55 5 59.1845 10 1.34
200 2810.99 0 55 5 51.9252 10 0.98
250 3162.97 0 55 5 59.6666 10 1.16
300 4252.2 1 55 5 51.3685 10 1.34
250 2606.68 0 55 5 52.8169 10 1.16
250 3955.27 0 55 5 59.529 10 1.16
300 4522.58 0 55 5 53.5616 10 1.34
250 4832.6 1 55 5 56.021 10 1.16
250 3684.86 0 55 5 57.52 10 1.16
350 4734.18 0 55 5 51.7043 10 1.52
300 5548.1 0 55 5 51.5683 10 1.34
300 3697.68 0 55 5 54.2734 10 1.34
