21.3865 1.5 168.016 21367.2 21.7274 0 14.0625
21.7258 1.5 172.633 25324.1 23.0393 0 5.43638
21.2883 1.5 177.311 14067.7 22.191 1 14.9584
22.5134 1.5 253.706 25573.2 22.876 0 5.59503
21.7211 1.5 262.796 15739.1 21.936 1 12.1801
22.6761 1.5 232.134 16260.6 22.7622 0 8.18721
21.2961 1.5 210.676 23081.6 22.6107 0 14.1014
21.1613 1.5 209.343 22850.9 20.0576 1 14.2468
21.5962 1.5 225.935 23946 21.4722 0 10.0828
21.1523 1.5 276.499 25863.3 20.4282 0 5.64966
21.078 1.5 173.848 25247.1 19.8003 1 9.04869
22.7227 1.5 221.598 14735.8 22.8084 1 13.7809
21.663 1.5 235.225 22842.1 22.3651 1 13.5413
22.7633 1.5 198.621 21189.8 23.1118 1 6.3335
22.9968 1.5 282.432 15442.3 21.6656 0 7.15213
22.3016 1.5 254.788 26328.6 23.2592 0 9.8308
22.0867 1.5 167.42 21263.5 20.9329 1 6.1833
21.9464 1.5 245.457 17370.7 23.284 0 6.93937
21.6671 1.5 152.01 24556.9 21.6166 0 12.9042
22.4546 1.5 169.396 20061.4 21.1497 1 8.01974
22.8035 1.5 208.836 14047.1 22.1442 0 8.51618
21.9944 1.5 203.364 22258.4 21.4977 0 9.70299
22.512 1.5 207.726 19429 21.3923 0 9.57929
22.9725 1.5 209.765 24411.1 24.0714 1 13.7785
21.7817 1.5 184.69 23666.8 22.0237 1 8.92842
21.1417 1.5 297.002 17290.6 21.8074 0 10.7775
22.376 1.5 223.758 21657.7 21.5516 1 12.3784
21.1928 1.5 178.265 15889.2 21.0849 0 9.99852
21.147 1.5 218.037 18109 21.6133 0 9.96654
22.3449 1.5 173.336 16413.6 21.6234 0 9.5377
22.0606 1.5 249.478 24854.6 20.9958 0 8.35936
22.5788 1.5 229.766 19158.2 22.389 0 6.43313
22.4475 1.5 232.416 13291 22.2709 0 5.14788
22.8699 1.5 157.428 16945.7 22.969 1 8.89396
21.9742 1.5 252.48 20492.2 21.864 0 5.14193
22.4315 1.5 261.452 26585.3 23.1669 1 9.70929
22.736 1.5 277.947 15837.5 22.2698 0 10.3353
22.0488 1.5 206.769 20420.4 20.8656 0 9.56279
22.1376 1.5 183.632 22269.2 21.5394 0 14.1465
22.2226 1.5 157.878 25009.7 22.2282 0 8.19574
22.5213 1.5 288.09 23548 23.6364 0 10.2632
22.1246 1.5 212.362 17492.7 20.7433 0 11.6571
22.5255 1.5 228.285 22710.7 21.361 0 5.84022
22.3636 1.5 184.9 13573.4 23.3281 0 7.86052
21.7373 1.5 183.286 26406.7 20.2697 0 12.0137
22.2065 1.5 235.398 25976.4 22.8421 0 10.5478
22.5048 1.5 225.959 16041.7 22.4026 0 11.949
22.5035 1.5 152.198 22551.3 22.4949 1 9.65398
21.8665 1.5 296.593 16592.8 21.0662 0 6.91173
21.2019 1.5 272.392 14727.1 21.7024 0 14.9829
21.8474 1.5 223.143 14953.2 20.4886 1 5.16468
22.4815 1.5 238.515 25485.6 21.8476 0 12.9365
21.1633 1.5 227.159 19447.4 21.9571 0 12.8824
21.6762 1.5 186.819 20791.6 20.9133 1 7.77518
