315.34 98.76 319.57 427.94 90.22 100.48 104.97 94.30 223.96 94.67 316.86 92.27 215.20 94.09 106.04 221.10 91.89 94.93 430.58 239.59 103.94 211.13 312.82 101.23 214.34 435.07 436.91 97.69 100.62 425.49 220.52 305.69 225.25 304.63 222.11 311.92 95.88 319.21 225.07 100.63 422.10 229.29 98.23 104.13 101.77 98.00 96.31 305.96 214.19 309.18 310.64 306.79 430.08 95.60 434.31 103.67 429.46 95.09 297.80 420.21 94.77 100.22 465.08 90.25 95.07 218.94 93.37 218.59 99.26 93.79 210.23 99.63 304.39 93.27 313.34 97.31 228.90 315.70 318.27 90.82 366.34 471.59 302.35 227.89 213.34 420.57 433.07 228.40 98.80 109.35 224.67 224.19 109.41 330.66 106.74 95.59 214.99 317.00 221.38
315.34 98.76 317.15 427.76 90.22 100.48 104.97 94.30 223.56 94.67 316.86 92.27 215.04 94.09 106.04 221.10 91.89 94.93 430.56 225.79 103.94 211.13 312.79 101.23 214.34 434.69 312.47 97.69 100.62 425.23 220.21 305.69 224.61 255.84 222.11 311.92 95.88 319.17 223.38 100.63 421.89 229.27 276.71 104.13 101.77 98.00 328.99 305.96 214.19 308.22 310.64 306.79 429.67 95.60 313.57 103.67 429.32 95.09 297.79 420.21 94.77 100.22 444.81 90.25 95.07 218.05 93.37 218.20 99.26 93.79 210.23 99.63 303.64 93.27 313.34 97.31 228.89 315.70 318.27 90.82 329.84 440.97 302.35 218.25 93.99 420.40 433.04 228.40 98.80 109.35 224.66 224.19 109.41 315.77 106.74 95.59 214.98 535.57 221.06
315.34 98.76 316.27 427.70 90.22 100.48 104.97 94.30 223.42 94.67 316.86 92.27 214.98 94.09 106.04 221.10 91.89 94.93 430.56 220.72 320.59 211.13 312.78 101.23 214.34 434.55 311.30 97.69 100.62 425.13 220.10 305.69 224.37 237.88 101.88 311.92 95.88 319.15 222.77 100.63 421.81 229.27 240.54 104.13 101.77 98.00 258.65 305.96 214.19 307.87 310.64 306.79 429.52 95.60 313.57 330.99 429.27 95.09 297.79 301.48 94.77 100.22 437.35 90.25 95.07 217.72 93.37 218.05 99.26 93.79 210.23 99.63 303.37 93.27 313.34 97.31 228.89 315.70 318.27 90.82 316.41 429.70 302.35 214.71 93.99 420.34 433.03 228.39 98.80 109.35 224.66 224.19 109.41 310.30 106.74 95.59 214.98 474.56 220.94
453.12 98.76 315.94 427.67 90.22 100.48 104.97 94.30 223.36 94.67 316.86 92.27 214.96 94.09 106.04 221.10 91.89 94.93 430.55 218.85 258.38 91.00 312.78 101.23 214.34 434.50 310.88 97.69 100.62 425.09 220.05 305.69 224.29 231.28 101.88 311.92 95.88 319.15 222.54 100.63 421.78 229.26 227.24 104.13 101.77 98.00 232.77 305.96 214.19 307.74 310.64 306.79 429.47 95.60 102.73 262.78 429.25 95.09 297.79 301.48 94.77 100.22 434.61 90.25 95.07 217.60 93.37 218.00 99.26 93.79 210.23 99.63 303.27 93.27 313.34 97.31 228.89 315.70 318.27 90.82 311.47 425.56 302.35 213.40 93.99 420.32 433.02 228.39 98.80 109.35 224.66 224.19 109.41 308.28 106.74 95.59 214.98 452.11 220.90
442.53 98.76 315.82 427.67 90.22 100.48 104.97 94.30 223.34 94.67 316.86 92.27 214.95 94.09 106.04 101.14 91.89 94.93 430.55 218.16 235.49 91.00 312.78 300.03 92.43 434.48 310.72 97.69 100.62 425.08 220.04 305.69 224.26 228.85 101.88 311.92 95.88 319.15 222.45 278.47 421.77 229.26 557.71 104.13 101.77 98.00 223.25 305.96 95.71 307.69 310.64 306.79 429.45 95.60 102.73 237.69 429.25 95.09 297.79 301.48 94.77 100.22 433.60 90.25 95.07 217.56 93.37 217.98 99.26 93.79 90.13 99.63 303.23 93.27 313.34 97.31 228.89 315.70 318.27 90.82 309.65 424.04 302.35 212.92 93.99 420.31 433.02 228.39 98.80 109.35 224.66 224.19 109.41 307.54 106.74 356.98 214.98 443.86 220.88
438.63 98.76 315.78 427.66 90.22 100.48 104.97 94.30 223.33 94.67 316.86 92.27 214.94 94.09 348.54 101.14 91.89 94.93 310.14 217.91 227.07 91.00 312.78 250.06 92.43 434.47 310.66 97.69 100.62 425.08 220.03 305.69 224.25 227.96 101.88 311.92 95.88 319.15 222.42 242.02 421.77 229.26 477.54 104.13 101.77 98.00 219.75 305.96 95.71 307.67 451.88 306.79 429.44 95.60 102.73 228.46 429.24 95.09 297.79 301.48 94.77 100.22 433.23 90.25 95.07 217.54 93.37 217.97 99.26 93.79 90.13 99.63 303.22 93.27 313.34 97.31 228.89 102.00 318.27 90.82 308.98 303.92 302.35 212.75 93.99 420.31 312.17 108.10 98.80 109.35 224.66 103.09 109.41 307.27 106.74 324.28 214.98 440.82 220.88
437.20 98.76 315.76 427.66 90.22 100.48 104.97 94.30 223.33 94.67 316.86 92.27 214.94 94.09 328.17 101.14 91.89 94.93 310.14 217.82 223.98 91.00 312.78 231.67 92.43 434.47 310.64 97.69 100.62 425.08 220.03 305.69 224.24 227.63 101.88 311.92 95.88 319.15 222.41 228.61 421.76 108.71 448.04 104.13 101.77 98.00 218.46 305.96 95.71 307.67 437.51 306.79 429.44 95.60 102.73 225.06 429.24 95.09 297.79 301.48 94.77 100.22 433.09 90.25 95.07 217.53 240.71 217.97 99.26 93.79 90.13 99.63 303.21 93.27 313.34 97.31 228.89 102.00 106.88 90.82 308.74 303.71 302.35 212.68 93.99 420.31 312.17 108.10 98.80 109.35 224.66 103.09 109.41 307.17 106.74 312.26 95.35 439.70 632.00
436.67 98.76 315.75 427.66 90.22 100.48 104.97 94.30 223.33 94.67 316.86 92.27 214.94 94.09 320.68 101.14 91.89 94.93 310.14 217.78 222.84 91.00 312.78 224.91 92.43 434.47 310.63 97.69 100.62 425.07 220.03 305.69 224.24 227.51 101.88 311.92 95.88 319.15 222.41 223.68 421.76 108.71 437.19 104.13 101.77 98.00 217.99 305.96 95.71 307.66 432.23 306.79 429.44 95.60 102.73 223.81 429.24 95.09 297.79 301.48 94.77 100.22 433.04 90.25 95.07 217.53 222.40 217.97 99.26 93.79 90.13 99.63 303.21 93.27 313.34 97.31 109.63 102.00 106.88 90.82 308.65 303.63 302.35 212.66 93.99 420.31 312.17 108.10 98.80 109.35 224.66 103.09 109.41 307.13 106.74 307.83 95.35 439.29 504.99
436.47 488.46 315.75 306.55 90.22 100.48 104.97 94.30 223.33 94.67 316.86 92.27 214.94 94.09 317.92 101.14 91.89 94.93 310.14 217.77 222.42 91.00 312.78 222.42 92.43 434.47 310.63 97.69 100.62 425.07 220.03 305.69 224.24 227.46 101.88 311.92 95.88 319.15 222.41 221.86 421.76 108.71 433.20 104.13 101.77 98.00 217.81 305.96 95.71 307.66 430.29 306.79 429.44 95.60 102.73 223.35 309.47 95.09 297.79 301.48 94.77 100.22 433.02 246.84 95.07 217.53 215.66 97.46 99.26 93.79 90.13 99.63 303.21 93.27 313.34 97.31 109.63 102.00 106.88 90.82 308.61 303.61 302.35 212.65 93.99 420.31 312.17 108.10 98.80 109.35 105.94 103.09 109.41 307.12 106.74 306.20 95.35 439.14 458.26
436.40 374.74 315.75 306.55 90.22 100.48 104.97 94.30 223.33 94.67 316.86 92.27 214.94 94.09 316.91 101.14 91.89 94.93 310.14 217.76 222.26 91.00 312.78 221.50 92.43 434.47 310.63 97.69 100.62 425.07 220.03 305.69 224.24 227.45 101.88 311.92 95.88 319.15 222.41 221.20 421.76 108.71 431.73 104.13 101.77 98.00 217.75 505.31 95.71 307.66 429.57 306.79 429.44 95.60 102.73 223.18 309.47 95.09 297.79 301.48 94.77 100.22 433.02 224.64 95.07 96.26 213.19 97.46 99.26 93.79 90.13 99.63 303.21 93.27 313.34 97.31 109.63 102.00 106.88 90.82 308.60 303.60 302.35 212.64 93.99 420.31 312.17 108.10 98.80 109.35 105.94 103.09 109.41 307.11 106.74 305.60 95.35 439.09 319.10
