0,1
1,0
0,2
2,0
0,3
3,0
0,4
4,0
1,5
5,1
1,6
6,1
2,7
7,2
2,8
8,2
2,9
9,2
3,10
10,3
4,11
11,4
6,12
12,6
6,13
13,6
7,14
14,7
7,15
15,7
7,16
16,7
8,17
17,8
8,18
18,8
9,19
19,9
10,20
20,10
10,21
21,10
10,22
22,10
11,23
23,11
11,24
24,11
11,25
25,11
12,26
26,12
12,27
27,12
12,28
28,12
13,29
29,13
13,30
30,13
14,31
31,14
14,32
32,14
15,33
33,15
16,34
34,16
16,35
35,16
16,36
36,16
18,37
37,18
18,38
38,18
18,39
39,18
20,40
40,20
20,41
41,20
20,42
42,20
21,43
43,21
21,44
44,21
22,45
45,22
22,46
46,22
22,47
47,22
22,48
48,22
23,49
49,23
23,50
50,23
23,51
51,23
23,52
52,23
24,53
53,24
24,54
54,24
27,55
55,27
27,56
56,27
27,57
57,27
27,58
58,27
28,59
59,28
28,60
60,28
28,61
61,28
28,62
62,28
29,63
63,29
29,64
64,29
30,65
65,30
30,66
66,30
31,67
67,31
31,68
68,31
32,69
69,32
32,70
70,32
33,71
71,33
33,72
72,33
33,73
73,33
33,74
74,33
34,75
75,34
35,76
76,35
35,77
77,35
36,78
78,36
36,79
79,36
36,80
80,36
36,81
81,36
38,82
82,38
40,83
83,40
40,84
84,40
42,85
85,42
42,86
86,42
44,87
87,44
44,88
88,44
45,89
89,45
45,90
90,45
45,91
91,45
46,92
92,46
46,93
93,46
46,94
94,46
48,95
95,48
49,96
96,49
49,97
97,49
49,98
98,49
50,99
99,50
50,100
100,50
